_timestamp,cpu_times.user,cpu_times.system,cpu_times.idle,cpu_times.interrupt,cpu_times.dpc,cpu_stats.ctx_switches,cpu_stats.interrupts,cpu_stats.soft_interrupts,cpu_stats.syscalls,cpu_load.load_1m,cpu_load.load_5m,cpu_load.load_15m,swap.total,swap.used,swap.free,swap.percent,swap.sin,swap.sout,virtual.total,virtual.available,virtual.percent,virtual.used,virtual.free,disk.total,disk.used,disk.free,disk.percent,disk_io.read_count,disk_io.write_count,disk_io.read_bytes,disk_io.write_bytes,disk_io.read_time,disk_io.write_time,net_io.bytes_sent,net_io.bytes_recv,net_io.packets_sent,net_io.packets_recv,net_io.errin,net_io.errout,net_io.dropin,net_io.dropout
1728249323.7431111,6122.40625,4186.203124999884,644527.5625,312.90625,203.515625,224814407,114490108,0,1091910618,0.07,0.02,0.01,22548578304,1842462720,20706115584,8.2,0,0,16832106496,8156975104,51.5,8675131392,8156975104,694134239232,390150643712,303983595520,56.2,1584164,755125,28291795456,17414892032,1051,344,12458499,11439359,20307,17731,0,0,0,0
1728249324.7467985,6123.03125,4186.359374999884,644538.8125,312.90625,203.53125,224828565,114498552,0,1092085567,0.07,0.02,0.01,22548578304,1881960448,20666617856,8.3,0,0,16832106496,8208572416,51.2,8623534080,8208572416,694134239232,390102499328,304031739904,56.2,1584167,755187,28291979776,17416698368,1051,344,12459259,11448046,20314,17738,0,0,0,0
1728249325.748352,6123.609375,4186.515624999884,644550.125,312.90625,203.546875,224838006,114504589,0,1092231940,0.07,0.02,0.01,22548578304,1879314432,20669263872,8.3,0,0,16832106496,8200777728,51.3,8631328768,8200777728,694134239232,390103560192,304030679040,56.2,1584169,755204,28292016640,17416849920,1051,344,12472555,11449299,20325,17752,0,0,0,0
1728249326.7487173,6124.328125,4186.624999999884,644561.34375,312.9375,203.546875,224848001,114510795,0,1092389263,0.07,0.02,0.01,22548578304,1882574848,20666003456,8.3,0,0,16832106496,8200974336,51.3,8631132160,8200974336,694134239232,390108119040,304026120192,56.2,1584172,755300,28292114944,17419180544,1051,344,12487627,11465689,20335,17769,0,0,0,0
1728249327.7495852,6125.09375,4186.718749999884,644572.484375,312.9375,203.546875,224857157,114516493,0,1092596704,0.07,0.02,0.01,22548578304,1878061056,20670517248,8.3,0,0,16832106496,8200683520,51.3,8631422976,8200683520,694134239232,390108246016,304025993216,56.2,1584173,755348,28292147712,17420904960,1051,344,12489840,11467711,20339,17775,0,0,0,0
1728249328.750574,6125.828125,4186.921874999884,644583.578125,312.953125,203.546875,224866915,114522492,0,1092753324,0.07,0.02,0.01,22548578304,1883287552,20665290752,8.4,0,0,16832106496,8203698176,51.3,8628408320,8203698176,694134239232,390108246016,304025993216,56.2,1584175,755413,28292213248,17422748160,1051,344,12502975,11471063,20343,17783,0,0,0,0
1728249329.7534847,6126.296875,4187.374999999884,644594.640625,312.953125,203.546875,224877051,114528502,0,1092858239,0.07,0.02,0.01,22548578304,1873244160,20675334144,8.3,0,0,16832106496,8200462336,51.3,8631644160,8200462336,694134239232,390108901376,304025337856,56.2,1584217,755430,28293474816,17423071744,1051,344,12503083,11475283,20345,17786,0,0,0,0
1728249330.7545056,6127.15625,4187.578124999884,644605.578125,312.984375,203.546875,224886636,114534087,0,1092943394,0.07,0.02,0.01,22548578304,1877090304,20671488000,8.3,0,0,16832106496,8199905280,51.3,8632201216,8199905280,694134239232,390109655040,304024584192,56.2,1584221,755493,28293622272,17425390080,1051,344,12516985,11478636,20349,17794,0,0,0,0
1728249331.7552204,6128.140625,4187.718749999884,644616.453125,313.03125,203.546875,224895767,114539544,0,1093040062,0.06,0.02,0.01,22548578304,1872965632,20675612672,8.3,0,0,16832106496,8207630336,51.2,8624476160,8207630336,694134239232,390110793728,304023445504,56.2,1584225,755538,28294359552,17427855872,1051,344,12517093,11482938,20351,17798,0,0,0,0
1728249332.7562227,6129.1875,4188.593749999884,644626.578125,313.109375,203.5625,224910625,114547484,0,1093211633,0.06,0.02,0.01,22548578304,1879289856,20669288448,8.3,0,0,16832106496,8195084288,51.3,8637022208,8195084288,694134239232,390112149504,304022089728,56.2,1584235,755617,28295064064,17430489600,1051,344,12537448,11490794,20442,17827,0,0,0,0
1728249333.7568948,6130.046875,4188.765624999884,644637.578125,313.125,203.578125,224920542,114553414,0,1093257963,0.06,0.02,0.01,22548578304,1869139968,20679438336,8.3,0,0,16832106496,8196018176,51.3,8636088320,8196018176,694134239232,390113001472,304021237760,56.2,1584239,755620,28295084544,17430522368,1051,344,12575039,11508418,20470,17873,0,0,0,0
1728249334.7581573,6130.859375,4188.921874999884,644648.625,313.140625,203.578125,224930755,114559398,0,1093360639,0.06,0.02,0.01,22548578304,1871822848,20676755456,8.3,0,0,16832106496,8188989440,51.3,8643117056,8188989440,694134239232,390114258944,304019980288,56.2,1584245,755696,28295461376,17433295360,1051,344,12590533,11511933,20476,17884,0,0,0,0
