_timestamp,cpu_times.user,cpu_times.system,cpu_times.idle,cpu_times.interrupt,cpu_times.dpc,cpu_stats.ctx_switches,cpu_stats.interrupts,cpu_stats.soft_interrupts,cpu_stats.syscalls,cpu_load.load_1m,cpu_load.load_5m,cpu_load.load_15m,swap.total,swap.used,swap.free,swap.percent,swap.sin,swap.sout,virtual.total,virtual.available,virtual.percent,virtual.used,virtual.free,disk.total,disk.used,disk.free,disk.percent,disk_io.read_count,disk_io.write_count,disk_io.read_bytes,disk_io.write_bytes,disk_io.read_time,disk_io.write_time,net_io.bytes_sent,net_io.bytes_recv,net_io.packets_sent,net_io.packets_recv,net_io.errin,net_io.errout,net_io.dropin,net_io.dropout,label
1723900263.7317805,16165.640624999998,10735.29688,2445737.641,815.046875,752.953125,894349567,509320743,0,3659744227,0.22,0.22,0.18,28991029248,12541652992,16449376256,43.3,0,0,16832106496,2402717696,85.7,14429388800,2402717696,1.023E+12,6.63751E+11,3.59249E+11,64.9,10897367,2934294,1.71349E+11,1.27383E+11,10985,1513,212599381,599199397,262527,537786,0,0,0,0,normal
1723900264.735185,16166.187499999998,10735.51563,2445748.922,815.0625,752.953125,894369469,509331822,0,3659853706,0.22,0.22,0.18,28991029248,12522991616,16468037632,43.2,0,0,16832106496,2420305920,85.6,14411800576,2420305920,1.023E+12,6.6375E+11,3.5925E+11,64.9,10897511,2934406,1.7135E+11,1.27387E+11,10985,1513,212963820,599212939,262540,537906,0,0,0,0,normal
1723900265.7363067,16166.671874999998,10735.76563,2445760.219,815.0625,752.953125,894417631,509353607,0,3660238914,0.22,0.22,0.18,28991029248,12529016832,16462012416,43.2,0,0,16832106496,2449715200,85.4,14382391296,2449715200,1.023E+12,6.6375E+11,3.5925E+11,64.9,10897580,2934435,1.71352E+11,1.27388E+11,10985,1513,213329461,599228049,262560,538054,0,0,0,0,normal
1723900266.7386067,16166.999999999998,10736.01563,2445771.625,815.0625,752.953125,894464063,509377797,0,3660409750,0.22,0.22,0.18,28991029248,12509257728,16481771520,43.1,0,0,16832106496,2434740224,85.5,14397366272,2434740224,1.023E+12,6.63751E+11,3.5925E+11,64.9,10897845,2934536,1.71353E+11,1.2739E+11,10985,1513,213735836,599259806,262606,538257,0,0,0,0,normal
1723900267.7399669,16167.296874999998,10736.0625,2445783.406,815.0625,752.953125,894476466,509383181,0,3660475187,0.21,0.21,0.18,28991029248,12508037120,16482992128,43.1,0,0,16832106496,2454556672,85.4,14377549824,2454556672,1.023E+12,6.63751E+11,3.59249E+11,64.9,10897847,2934602,1.71353E+11,1.27392E+11,10985,1513,214103502,599284290,262624,538439,0,0,0,0,normal
1723900268.7419496,16167.656249999998,10736.54688,2445794.641,815.09375,752.953125,894648261,509470064,0,3660825998,0.21,0.21,0.18,28991029248,11476893696,17514135552,39.6,0,0,16832106496,3760250880,77.7,13071855616,3760250880,1.023E+12,6.63751E+11,3.59249E+11,64.9,10898413,2934742,1.71359E+11,1.27397E+11,10985,1513,214473831,599308334,262657,538625,0,0,0,0,normal
1723900269.7448187,16167.921874999998,10737.0625,2445805.766,815.140625,752.96875,894698032,509494581,0,3660963102,0.21,0.21,0.18,28991029248,11436204032,17554825216,39.4,0,0,16832106496,3829985280,77.2,13002121216,3829985280,1.023E+12,6.63751E+11,3.59249E+11,64.9,10898435,2934803,1.7136E+11,1.27398E+11,10985,1513,214851505,599327309,262680,538816,0,0,0,0,normal
1723900270.7468677,16168.265624999998,10737.375,2445817.219,815.15625,752.96875,894730169,509509665,0,3661070370,0.21,0.21,0.18,28991029248,11448639488,17542389760,39.5,0,0,16832106496,3840475136,77.2,12991631360,3840475136,1.023E+12,6.63751E+11,3.59249E+11,64.9,10898708,2934868,1.71361E+11,1.27399E+11,10985,1513,215220058,599346166,262695,539005,0,0,0,0,normal
1723900271.7472708,16168.593749999998,10737.59375,2445828.547,815.15625,752.96875,894777909,509532748,0,3661256414,0.21,0.21,0.18,28991029248,11438505984,17552523264,39.5,0,0,16832106496,3836534784,77.2,12995571712,3836534784,1.023E+12,6.63751E+11,3.59249E+11,64.9,10898719,2934947,1.71362E+11,1.27401E+11,10985,1513,215587304,599361325,262706,539156,0,0,0,0,normal
1723900272.7484064,16168.937499999998,10737.71875,2445840.172,815.1875,752.984375,894791552,509539929,0,3661313560,0.27,0.23,0.18,28991029248,11445432320,17545596928,39.5,0,0,16832106496,3842945024,77.2,12989161472,3842945024,1.023E+12,6.63751E+11,3.59249E+11,64.9,10898902,2935074,1.71362E+11,1.27406E+11,10985,1513,215970046,599389976,262754,539372,0,0,0,0,normal
